PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,Z68_MATERIAL_TYPE,notes
AC,44088899,ACE,S,SV ,true,AC,19951018,20991231,20070101,P ,P,RB805010001458525004,S ,,19980506,19980506,1,27.43     ,20060105,Jahrbuch der Deutschen Schillergesellschaft / im Auftrag der Deutschen Schillergesellschaft.,,0070-4318,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin v.42 (1998)- and renew
AC,44109519,ACE,S,SV ,true,AC,19950508,20991231,20070101,P ,P,RB805010001663757003,S ,,19980618,19980618,1,600.00    ,20051026,Organic reactions.,,0078-6179,S ,library note: print fund name: S-CHEM-2022 vendor note: //Begin v.49- and renew
AC,44126475,ACE,S,SV ,true,AC,19950425,20991231,20070101,P ,P,RB805010001959218009,S ,,19980716,19980716,1,73.00     ,20060223,Winterthur portfolio.,,0084-0416,S ,library note: was P+O; beginning 2018 Print = DDP ($73) with Online = Complete Chicago Package (EBSCO) e_note: was P+O; beginning 2018 Print = DDP ($73) with Online = Complete Chicago Package (EBSCO) fund name: S-ART-2022 vendor note: //Begin v.34 (1999)- and renew
AC,44055286,ACYUK-SO,S,SV ,true,AC,19950418,20991231,20070101,P ,P,E4400779,S ,,19980226,19980226,1,140.63    ,20060214,Bibliographie internationale de l'Humanisme et de la Renaissance.,,0067-7000,S ,library note: print fund name: F-SO-2022 vendor note: //Begin v.30 (1994)- and renew
AC,25594,ACE,S,SV ,true,AC,0,0,20991231,CW,P,RB805010001021747050,S ,,20080312,20080312,1,,20080312,African Arts.,,1937-2108,S ,library note: P+O subs; print cw order; invoicing on online PO 4403958X fund name: S-ART-2022
AC,44265050,ACFRONT,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,,19990703,19830610,1,1100.00   ,20060417,Hallische Händel-Ausgabe : kritische Gesamtausgabe / herausgegeben von der Georg-Friedrich-Händel-,"Handel, George Frideric, 1685-1759.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44048786,ACE,S,SV ,true,AC,19941122,20991231,20070101,P ,P,RB805010001060094315,S ,,19980217,19980217,1,360.00    ,20060426,Annuaire européen. European yearbook.,,0071-3139,S ,library note: print fund name: S-REF-2022 vendor note: //Begin v.44 (1996)- and renew
AC,44050203,ACE,S,SV ,true,AC,19950410,20991231,20070101,P ,P,RB805010001062891007,S ,,19980218,19980218,1,233.25    ,20031217,Annual review of United Nations affairs.,,0066-4340,S ,library note: print fund name: S-POLI-2022 vendor note: //Begin 1997- and renew
AC,44050628,ACE,S,SV ,true,AC,19950406,20991231,20070101,P ,P,RB805010001066546003,S ,,19980219,19980219,1,41.40     ,20051213,Aperture.,,0003-6420,S ,library note: print subs fund name: S-ART-2022 vendor note: //Begin no.154 (spring 1999)- and renew
AC,4405063X,ACE,S,SV ,true,AC,19950412,20991231,20070101,P ,P,RB805010001066957002,S ,,19980219,19980219,1,129.38    ,20060308,Apollo.,,0003-6536,S ,"library note: print subs fund name: S-ART-2022 vendor note: //Begin v.149, no. 443 (Jan. 1999)- and renew"
AC,44050689,ACE,S,SV ,true,AC,19950223,20991231,20070101,P ,P,RB805010001067204008,S ,,19980219,19980219,1,15.53     ,20051213,Appalachia.,,0003-6587,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin v.52 (1999)- and renew
AC,44051293,ACE,S,SV ,true,AC,19950411,20991231,20070101,P ,P,RB805010001070640727,S ,,19980219,19980219,1,20.67     ,20051213,Archaeology.,,0003-8113,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.52 (1999)- and renew
AC,44051323,ACE,S,SV ,true,AC,19950418,20991231,20070101,P ,P,RB805010001756578800,S ,,19980219,19980219,1,61.07     ,20051213,Architectural record.,,0003-858X,S ,library note: print subs fund name: S-ART-2022 vendor note: //Begin v.187 (1999)- and renew
AC,4405158X,ACE,S,SV ,true,AC,19950405,20991231,20070101,P ,P,RB805010001077155554,S ,,19980220,19980220,1,55.89     ,20051213,Arethusa.,,0004-0975,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.32 (1999)- and renew
AC,4405175X,ACE,S,SV ,true,AC,19950412,20991231,20070101,P ,P,RB805010001081366007,S ,,19980220,19980220,1,41.35     ,20051213,Art in America.,,0004-3214,S ,library note: print subs fund name: S-ART-2022 vendor note: //Begin v.87 (1999)- and renew
AC,4415902X,ACE,S,SV ,true,AC,19950412,20991231,20070101,CW,P,RB805010001082137001,S ,,19981023,19980220,1,0.00      ,20060330,Art journal.,,0004-3249,S ,library note: P+O; for invoicing see: COLLEGE ART ASSOCIATION. BASIC MEMBERSHIP; PO 44051736;  print needed for PerRR fund name: S-ART-2022 vendor note: //Begin 1999- and renew
AC,44058615,ACE,S,SV ,true,AC,19950424,20991231,20070101,P ,P,RB805010001119868008,S ,,19980305,19980305,1,119.90    ,20060530,Bibliothèque d'humanisme et Renaissance. Travaux et documents.,,0006-1999,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.61 (1999)- and renew
AC,44049109,ACE,S,SV ,true,AC,19950410,20991231,20070101,P ,P,RB805010001060659897,S ,"Sinos, Rebecca H. (Becky)",19980217,20131212,1,56.00     ,20131212,The annual of the British School at Athens.,,0068-2454,S ,library note: PRINT (DDP); Online from Cambridge package 2015- e_note: Print (DDP) fund name: S-CLASS-2022 vendor note: //Begin v.93 (1998)- and renew
AC,44069315,ACE,S,SV ,true,AC,19950623,20991231,20070101,P ,P,RB805010001164045213,S ,,19980326,19980326,1,100.65    ,20060406,Cahiers de civilisation médiévale.,,0007-9731,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin v.42 (1999)- and renew
AC,44069352,ACE,S,SV ,true,AC,19950215,20991231,20070101,P ,P,RB805010001164018004,S ,,19980326,19980326,1,92.78     ,20051213,Cahiers du cinéma.,,0008-011X,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin no.520 (1999)- and renew
AC,44111587,ACE,S,SV ,true,AC,19950711,20991231,20070101,P ,P,RB805010001705639003,S ,,19980622,19980622,1,395       ,20051213,Political handbook of the world.,,0193-175X,S ,library note: print fund name: S-POLI-2022 vendor note: //Begin 1998- and renew.
AC,70995,ACE,S,SV ,true,AC,20110101,20991231,20111101,CW,P,RB805010001211243002,S ,"Trumble, Paul M.",20101130,20101130,1,,20101130,The classical journal.,,,S ,library note: P+O; print cw order; invoicing see online PO 4406472X fund name: S-CLASS-2022
AC,44064755,ACE,S,SV ,true,AC,19950823,20991231,20070101,P ,P,RB805010001211406999,S ,,19980318,19980318,1,103.17    ,20051213,The Classical review.,,0009-840X,S ,library note: PRINT (DDP); Online from Cambridge package 2015- fund name: S-CLASS-2022 vendor note: //Begin v.49 (1999)- and renew
AC,44064767,ACE,S,SV ,true,AC,19950911,20991231,20070101,P ,P,RB805010001211488002,S ,,19980318,19980318,1,27.95     ,20051213,The Classical world.,,0009-8418,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.93 (1999/2000)- and renew
AC,44070470,ACE,S,SV ,true,AC,19950829,20991231,20070101,P ,P,RB805010001245925003,S ,,19980331,19980331,1,128.00    ,20051213,Critique.,,0011-1600,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.55 (1999)- and renew
AC,44072983,ACE,S,SV ,true,AC,19951011,20991231,20070101,P ,P,RB805010001284702008,S ,,19980406,19980406,1,128.01    ,20051026,Dumbarton Oaks papers.,,0070-7546,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin v.51 (1997)- and renew
AC,44101946,ACE,S,SV ,true,AC,19951117,20991231,20070101,P ,P,RB805010001562629006,S ,,19980529,19980529,1,74.03     ,20060214,Medievalia et humanistica.,,0076-6127,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin v.24- and renew
AC,44109258,ACYSO,S,SV ,true,AC,19950502,20991231,20070101,P ,P,SID 20109,S ,,19980617,19980617,1,25.00     ,20060224,Perspecta.,,0079-0958,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.29-
AC,44115301,ACE,S,SV ,true,AC,19950215,20991231,20070101,P ,P,RB805010001778060004,S ,,19980629,19980629,1,67.86     ,20051213,Revue d'histoire du théâtre.,,0035-2373,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin v.51 (1999)- and renew.
AC,44080530,ACE,S,SV ,true,AC,19950623,20991231,20070101,P ,P,RB805010001375143005,S ,"Rabinowitz, Stanley J.",19980421,19980421,1,51.43     ,20041118,Grani.,,0017-3185,S ,library note: budget code 2018+ now S-Russ per ss fund name: S-RUSS-2022 vendor note: //Begin issues published 1999- and renew
AC,44121015,ACE,S,SV ,true,AC,19950629,20991231,20070101,P ,P,RB805010001820733004,S ,,19980707,19980707,1,39.55     ,20060224,Sinn und form.,,0037-5756,S ,library note: print fund name: S-GERM-2022 vendor note: //Begin v.51 (1999)- and renew
AC,44087251,ACE,S,SV ,true,AC,19950719,20991231,20070101,P ,P,RB805010001439889007,S ,,19980504,19980504,1,302.56    ,20060224,International directory of arts.,,0539-1849,S ,library note: print fund name: S-REF-2022 vendor note: //Begin 24th (1999/2000)- and renew
AC,44111642,ACE,S,SV ,true,AC,19950516,20991231,20070101,P ,P,RB805010001703320002,S ,,19980622,19980622,1,64.21     ,20051213,Poétique.,,0032-2024,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin no. 117 (1999)- and renew
AC,44109684,ACE,S,SV ,true,AC,19941109,20991231,20070101,P ,P,RB805010001677804007,S ,,19980618,19980618,1,47.61     ,20051213,The Paris review.,,0031-2037,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin v.41 (1999)- and renew
AC,44109015,ACWILEY,S,SV ,true,AC,19950508,20991231,20070101,P ,P,,S ,,19980617,19980617,1,40.45     ,20051115,Organic syntheses.,,0078-6209,S ,library note: print fund name: S-REF-2022 vendor note: //Begin v.75 (1998)- and renew
AC,44115325,ACE,S,SV ,true,AC,19950424,20991231,20070101,P ,P,RB805010001775378003,S ,,19980629,19980629,1,95.77     ,20050922,Revue de l'art.,,0035-1326,S ,library note: print fund name: S-ART-2022 vendor note: //Begin no.123 (1999)- and renew.
AC,44081340,ACE,S,SV ,true,AC,19950912,20991231,20070101,P ,P,RB805010001386734008,S ,,19980422,19980422,1,42.98     ,20060406,Harvard studies in classical philology.,,0073-0688,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.98 (1996)- and renew
AC,44080207,ACE,S,SV ,true,AC,19950118,20991231,20070101,P ,P,RB805010001367074002,S ,,19980420,19980420,1,18.63     ,20051213,The Georgia review.,,0016-8386,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin v.53 (1999)- and renew
AC,44080578,ACE,S,SV ,true,AC,19950629,20991231,20070101,P ,P,RB805010001628783050,S ,,19980421,19980421,1,64.00     ,20051213,Greece & Rome.,,0017-3835,S ,library note: PRINT (DDP); Online from Cambridge package 2015- fund name: S-CLASS-2022 vendor note: //Begin v.46 (1999)- and renew
AC,33428,ACE,S,SV ,true,AC,20000101,20991231,20081101,CW,P,RB805010001391479029,S ,,20080910,20080910,1,,20080910,Hesperia.,,1553-5622,S ,library note: P+O; print cw order ; invoicing see online PO 44081492 fund name: S-CLASS-2022
AC,44086520,ACE,S,SV ,true,AC,19950426,20991231,20070101,P ,P,RB805010001421886003,S ,,19980501,19980501,1,110       ,20060426,Indice histórico español.,,0006-1026,S ,library note: print fund name: S-REF-2022 vendor note: //Begin issues published 1999- and renew
AC,4405127X,ACE,S,SV ,true,AC,19951115,20991231,20070101,P ,P,RB805010001481491001,S ,,19980219,19980219,1,43.00     ,20051213,The journal of Hellenic studies / the Society for the Promotion of Hellenic Studies.,,0075-4269,S ,library note: PRINT (DDP); Online from Cambridge package 2015- fund name: S-CLASS-2022 vendor note: //Begin v.119 (1999)- and renew
AC,44100383,ACE,S,SV ,true,AC,19950803,20991231,20070101,P ,P,RB805010001537905002,S ,,19980527,19980527,1,97.87     ,20060628,Lustrum.,,0024-7421,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.37- and renew
AC,4410859X,ACE,S,SV ,true,AC,19950424,20991231,20070101,P ,P,RB805010001652209008,S ,,19980615,19980615,1,101.29    ,20051213,L'Œil.,,0183-3014,S ,library note: print fund name: S-ART-2022 vendor note: //Begin Jan. 1999- and renew
AC,107890,ACE,S,SV ,true,AC,20130101,20991231,20131001,CW,P,RB805010001691978003,S ,,20130626,20130626,1,,20130626,Phoenix.,,,S ,library note: P+O; print cw order ; invoicing see online PO 44111101 fund name: S-CLASS-2022
AC,44120989,ACH,O,SV ,true,AC,19980707,20991231,0,C ,P,TEX1153,M ,,19980707,19980707,1,106.00    ,20060404,TEXT + KRITIK.,,,M ,library note: Invoice should go to Acq along with item STANDING ORDER. cat sep fund name: F-SO-2022
AC,130282,ACYSO,S,SV ,true,AC,0,0,0,P ,P,12998,S ,"Sheridan, Susan M.",20150310,20150310,1,35.00     ,20150310,The World almanac and book of facts.,,0084-1382,S ,library note: Print fund name: S-REF-2022 vendor note: 2016 + standing order
AC,44126967,ACE,S,SV ,true,AC,19950725,20991231,20070101,P ,P,RB805010001970640009,S ,,19980719,19980719,1,41.40     ,20060224,Yale French studies.,,0044-0078,S ,library note: print fund name: S-FREN-2022 vendor note: //Begin no.95 (1999)- and renew.
AC,44109040,ACE,S,SV ,true,AC,19950725,20991231,20070101,P ,P,RB805010001664776002,S ,,19980617,19980617,1,119.03    ,20051213,Orientations.,,0030-5448,S ,library note: print fund name: S-ART-2022 vendor note: //Begin Mar. 1999- and renew
AC,44097499,ACE,S,SV ,true,AC,19951115,20991231,20070101,P ,P,RB805010001494721002,S ,,19980518,19980518,1,76.00     ,20051213,The Journal of Roman studies.,,0075-4358,S ,library note: PRINT (DDP); Online from Cambridge package 2015- fund name: S-CLASS-2022 vendor note: //Begin v.88 (1998)- and renew
AC,44051645,ACE,S,SV ,true,AC,19950412,20991231,20070101,P ,P,RB805010001077546281,S ,,19980220,19980220,1,36.23     ,20051213,Arion.,,0095-5809,S ,library note: print fund name: S-CLASS-2022 vendor note: //Begin v.7 (1999)- and renew
AC,44080360,ACE,S,SV ,true,AC,19950628,20991231,20070101,P ,P,RB805010001371808460,S ,,19980420,19980420,1,28.49     ,20051027,Goethe-Jahrbuch.,,0323-4207,S ,library note: print fund name: S-GERM-2022 vendor note: //Begin v.114 (1997)- and renew
AC,44546956,ACFRONT,O,SV ,true,AC,20010629,20991231,0,C ,P,,M ,,20010629,19821110,1,150.00    ,20041123,Neue Ausgabe sämtlicher Werke / Im Auftrag der Internationalen Heinrich Schütz-Gesellschaft hrsg.,"Schein, Johann Hermann, 1586-1630.",,M ,library note: Music Librarian fund name: F-GEN-2011
AC,44121003,ACE,S,SV ,true,AC,19950411,20991231,20070101,P ,P,RB805010001820034007,S ,,19980707,19980707,1,115.00    ,20060426,Simiolus : Netherlands quarterly for the history of art.,,0037-5411,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.26 (1998)- and renew
AC,45159919,ACYUK-SO,O,SV ,true,AC,20050526,20991231,0,PC,P,,M ,"Caplan, Jay L.",20050526,20061106,1,1332.37   ,20061106,The complete works of Voltaire / [edited by Theodore Besterman and others].,"Voltaire, 1694-1778, author.",,M ,fund name: F-SO-2022
AC,44987079,ACM-C,O,SV ,true,AC,20040408,20991231,0,C ,P,,M ,,20040408,20131030,1,75.00     ,20131030,"Correspondence of James K. Polk / Herbert Weaver, editor ; Paul H. Bergeron, associate editor.","Polk, James K. (James Knox), 1795-1849.",,M ,fund name: F-SO-2022 vendor note: v.11 (2004)+
AC,44396776,ACYSO,O,SV ,true,AC,20000515,20991231,0,P ,P,S8032634,M ,"Cameron, John",20000515,19710818,1,80.       ,20050714,"The collected letters of Thomas and Jane Welsh Carlyle / general editor, Charles Richard Sanders.","Carlyle, Thomas, 1795-1881, author.",,M ,fund name: F-SO-2022
AC,45243529,ACYSO,O,SV ,true,AC,20000210,20991231,0,PC,P,,M ,,20051219,20130808,1,140       ,20130808,The Cambridge ancient history.,,,M ,library note: Classics Department fund name: F-SO-2022
AC,44258379,ACUMICH,O,SV ,true,AC,19990616,20991231,0,C ,P,,M ,"Chickering, Howell D",19990616,19540604,1,20.00     ,20010918,"Middle English dictionary / Hans Kurath, editor; Sherman M. Kuhn, associate editor.",,,M ,
AC,44265104,ACFRONT,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,,19990703,19800610,1,150.00    ,20011220,"Sämtliche Werke; kritische Gesamtausg. Hrsg. von der Internationalen Gustav Mahler Gesellschaft, Wi","Mahler, Gustav, 1860-1911.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44468106,ACM-C,O,SV ,true,AC,20001228,20991231,0,P ,P,,M ,,20001228,20180328,1,112.06    ,20180328,"The papers of Thomas Jefferson / Julian P. Boyd, editor ; Lyman H. Butterfield and Mina R. Bryan, as","Jefferson, Thomas, 1743-1826.",,M ,library note: Hawkins fund name: F-SO-2022 vendor note: 2018 + complete
AC,44260374,ACCHICAGODIST,O,SV ,true,AC,19990624,20991231,20070101,C ,P,,M ,,19990624,19680321,1,50.00     ,20010715,"The papers of Andrew Johnson / editors, LeRoy P. Graf and Ralph W. Haskins ; editorial associates, H","Johnson, Andrew, 1808-1875.",,M ,library note: Librarian fund name: E-CALMUS(F-GEN)-2012
AC,44546944,ACAUX,O,SV ,true,AC,20010629,20991231,0,C ,P,,M ,,20010629,19730910,1,65.00     ,20030226,Correspondance générale / Editée sous la direction de Pierre Citron ... Texte établi et présebt,"Berlioz, Hector, 1803-1869.",,M ,library note: Music Librarian orig order was for Oeuvres Litteraires but this subset seems to be all that comes fund name: F-GEN-2011
AC,44110236,ACYUK-SO,O,SV ,true,AC,0,20991231,0,P ,P,,M ,,20061219,20061219,1,140.      ,20061219,The Oxyrhynchus papyri / edited with translations and notes by Bernard P. Grenfell and Arthur S. Hun,,,M ,library note: Classics Department fund name: F-SO-2022
AC,44353753,ACFRONT,O,SV ,true,AC,20000207,20991231,0,C ,P,,M ,,20000207,19570516,1,250.00    ,20040624,Opera omnia / Giovanni Gabrieli ; edidit Denis Arnold.,"Gabrieli, Giovanni, approximately 1554-1612.",,M ,library note: v.12 coming.  Also new editions of v.1-6 fund name: F-GEN-2011
AC,44346013,ACYSO,O,SV ,true,AC,20000114,20991231,0,C ,P,S2019841,M ,"Sheridan, Susan M",20000114,20000114,1,200       ,20050218,Science and civilisation in China / by Joseph Needham.,"Needham, Joseph, 1900-1995.",,M ,fund name: F-SO-2016 vendor note: //begin April 1998 and renew till forbidden
AC,4411879X,ACE,S,SV ,true,AC,19950119,20991231,20070101,P ,P,RB805010001795040005,S ,,19980702,19980702,1,27.95     ,20051213,Salmagundi.,,0036-3529,S ,library note: print fund name: S-GEN-2022 vendor note: //Begin 1999- and renew
AC,44327791,ACFRONT,O,SV ,true,AC,19991201,20991231,0,C ,P,,M ,,19991201,19800610,1,160.00    ,20050719,Neue Ausgabe sämtlicher Werke / Franz Schubert ; herausgegeben von der Internationalen Schubert-Ges,"Schubert, Franz, 1797-1828.",,M ,library note: Music Librarian
AC,44257715,ACFRONT,O,SV ,true,AC,19990614,20991231,0,C ,P,,M ,,19990614,19800610,1,490.      ,20051213,Opera omnia / Claudio Monteverdi ; a cura della Fondazaione.,"Monteverdi, Claudio, 1567-1643.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44040040,ACE,S,SV ,true,AC,19950403,20991231,20070101,P ,P,RB805010001023592009,S ,,19980203,19980203,1,64.17     ,20051213,Agenda.,,0002-0796,S ,library note: print fund name: S-ENG-2022 vendor note: //Begin v.36 (1999/2000)- and renew
AC,44404098,ACPEPP,O,SV ,true,AC,20000606,20991231,0,P ,P,,M ,,20000606,19660416,1,301.      ,20050224,"Sämtliche Werke / Arnold Schönberg ; herausgegeben von Josef Rufer, in Zusammenarbeit mit Richard","Schoenberg, Arnold, 1874-1951.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,100869,ACFRONT,O,SV ,true,AC,20120814,20991231,0,P ,P,,M ,"Beebe, Jane A.",20121205,20121205,1,60.00     ,20121205,Opera omnia / Adriani Willaert ; edidit Hermannus Zenck.,"Willaert, Adrian, 1490?-1562.",,M ,fund name: F-SO-2022 vendor note: v.1+  irregular over decades
AC,44265025,ACFRONT,O,SV ,true,AC,19990703,20991231,0,P ,P,,M ,"Beebe, Jane A.",19990703,19840601,1,301.      ,20060113,The works of Giuseppe Verdi = Le opere di Giuseppe Verdi / editorial board: Philip Gossett [et al].,"Verdi, Giuseppe, 1813-1901.",,M ,"library note: tall red=main set, short red=commentary fund name: F-SO-2022"
AC,44848249,ACYSO,O,SV ,true,AC,20030603,20991231,0,C ,P,S1096251,M ,,20030603,20140501,1,320.00    ,20140501,The collected papers of Bertrand Russell / [edited by Kenneth Blackwell and others].,"Russell, Bertrand, 1872-1970.",,M ,library note: Philosophy Department fund name: F-SO-2022 vendor note: //v.1-
AC,135948,ACE,S,SV ,true,AC,20150101,20991231,0,P ,P,RB805010001105315675,S ,"Roser, Missy",20150831,20150831,1,45.00     ,20150831,Bamboo ridge : the Hawaii writers quarterly.,,0733-0308,S ,library note: print [Franklin Odo] fund name: S-GEN-2022 vendor note: begin no.107-
AC,44081388,ACM-C,O,SV ,true,AC,19980422,20991231,0,C ,P,,M ,,19980422,19980422,1,18.       ,20060523,Headline series.,,,M ,library note: Political Science Department fund name: F-SO-2012 vendor note: //no. 324+ and renew
AC,44054592,ACE,S,SV ,true,AC,19950418,20991231,20070101,P ,P,RB805010001117649103,S ,,19980225,19980225,1,14        ,20040624,Bibliographie de la Cour internationale de justice / préparée par la Bibliothèque de la Cour = Bi,,0085-2139,S ,library note: print fund name: S-REF-2022 vendor note: //Begin v.50 (1996)- and renew
AC,194447,ACOUP,O,SV ,true,AC,0,0,0,P ,P,,M ,"Kimball, Susan J.",20210709,20210709,1,100.00    ,20210709,Flora of North America : north of Mexico / edited by Flora of North America Editorial Committee.,,,M ,"library note: 2021 no po; had create vols still coming, no checkin, just pay/ss fund name: F-SO-2022 vendor note: SO 1993+"
AC,44060646,ACE,S,SV ,true,AC,19950831,20991231,20070101,P ,P,RB805010001171162639,S ,,19980309,19980309,1,24.78     ,20051213,Cambrian medieval Celtic studies.,,1353-0089,S ,library note: print fund name: S-HIST-2022 vendor note: //Begin no.37 (1999)- and renew
AC,20566,ACH,O,SV ,true,AC,20071202,20990630,0,P ,P,,M ,"Beebe, Jane A.",20071204,20071204,1,100.00    ,20071204,Neue Ausgabe sämtlicher Werke / Johann Sebastian Bach ; herausgegeben vom Johann-Sebastian-Bach-Ins,"Bach, Johann Sebastian, 1685-1750.",,M ,"library note: added vol /   tall books, short ones are critical commentary see Kritischer Bericht #3352505 fund name: F-SO-2022 vendor note: 2008+   comes out of sequence"
AC,44264999,ACFRONT,O,SV ,true,AC,19990703,20991231,0,P ,P,,M ,,19990703,19840611,1,300.00    ,20051004,"New Josquin edition / editorial board, Willem Elders, chairman [and others].","Josquin, des Prez, -1521.",,M ,library note: Music Librarian fund name: F-SO-2022
AC,44124296,ACE,S,SV ,true,AC,19951113,20991231,20070101,P ,P,RB805010001858082548,S ,,19980709,19980709,1,45.42     ,20060406,The Studia Philonica annual.,,1052-4533,S ,library note: print fund name: S-RELIG-2022 vendor note: //Begin v.10 (1998)- and renew.
AC,4407234X,ACE,S,SV ,true,AC,19950118,20991231,20070101,P ,P,RB805010001273248740,S ,,19980402,19980402,1,87.98     ,20060214,Dimension².,,1072-7655,S ,library note: print fund name: S-GERM-2022 vendor note: //Begin v.6 (1999)- and renew
AC,44056175,ACFRONT,O,SV ,true,AC,19980302,20991231,0,C ,P,,M ,,19980302,19980302,1,50.00     ,20020626,Bibliographies in American music.,,,M ,library note: Music Librarian fund name: F-GEN-2011
AC,44060117,ACPERSEUS,O,SV ,true,AC,19980309,20991231,0,C ,P,,M ,"Kallick, Jenny L.",19980309,19980309,1,30.58     ,20040804,CALIFORNIA STUDIES IN 19TH CENTURY MUSIC.,,,M ,
AC,44081741,ACH,O,SV ,true,AC,19980423,20991231,0,C ,P,,M ,,19980423,19980423,1,310.00    ,20060421,HISTORISCHE ZEITSCHRIFT. BEIHEFT.,,,M ,library note: History Dept. fund name: F-SO-2022
AC,70901,ACYSO,O,SV ,true,AC,0,0,0,P ,P,,M ,"Sheridan, Susan M.",20101129,20101129,1,555       ,20101129,LIBRARY OF AMERICA.,,,M ,fund name: F-SO-2022 vendor note: v.211+ (2010)
AC,44100206,ACTRILITERAL,O,SV ,true,AC,19980527,20991231,0,CW,P,,M ,"Roser, Missy",19980526,20150612,1,0         ,20150612,LOEB CLASSICAL LIBRARY.,,,M ,"library note: Two subseries, Greek or Latin out of sequence; 2015+ free with online fund name: F-SO-2022 vendor note: 2015+ complimentary copy/no charge; free with online subs"
AC,44118521,ACYSO,O,SV ,true,AC,19980702,20991231,0,C ,P,S7021268,M ,,19980702,19980702,1,410.00    ,20060516,STUDIES IN THE HISTORY OF CHRISTIAN TRADITIONS.,,,M ,library note: Religion fund name: F-SO-2022
AC,44045748,ACE,S,SV ,true,AC,20000101,20991231,20070101,P ,P,RB805010001826864576,S ,"Sinos, Rebecca H.",19980212,19980212,1,130.00    ,20060313,AMERICAN PHILOLOGICAL ASSOCIATION MEMBERSHIP.,,0360-5949,S ,library note: Print ; Includes: TAPA; Directory of members - tossed; Amer. Philological Assoc. newsletter (discarded) fund name: S-GEN-2022 vendor note: //Begin Jan. 1999- and renew
AC,44120928,ACAUX,O,SV ,true,AC,20030716,20991231,0,C ,P,,M ,,19980706,19980706,1,565.00    ,20060209,TEXTES LITTERAIRES FRANCAIS.,,,M ,library note: French Dept. fund name: F-SO-2022
AC,44257740,ACCAMUP,O,SV ,true,AC,19990614,20991231,0,C ,P,,M ,"Beebe, Jane A",19990614,19910426,1,20.00     ,20010715,Cambridge opera handbooks.,,,M ,fund name: F-GEN-2011
AC,44257806,ACCAMUP,O,SV ,true,AC,20060130,20991231,0,C ,P,,M ,,19990615,19920130,1,30.00     ,20060131,CAMBRIDGE MUSIC HANDBOOKS.,,,M ,library note: Music Librarian
AC,44252638,ACGREEN,O,SV ,true,AC,19990526,20991231,0,C ,P,,M ,,19990525,19891102,1,300.00    ,20050705,MUSIC REFERENCE COLLECTION.,,,M ,library note: Music Librarian
AC,44307482,ACE,S,SV ,true,AC,19950517,20991231,20070101,P ,P,RB805010001041135591,S ,,19991011,19991011,1,60.00     ,20060313,American furniture.,,1069-4188,S ,library note: print subs fund name: S-AMER-2022 vendor note: //begin 1999- and renew
AC,44120278,ACE,S,SV ,true,AC,19941208,20991231,20070101,P ,P,RB805010001446663973,S ,,19980706,19980706,1,110       ,20051213,Sculpture.,,0889-728X,S ,library note: print fund name: S-ART-2022 vendor note: //Begin v.18 (1999)- and renew
AC,198094,ACMCARD,M,SV ,true,AC,0,0,0,P ,P,,M ,"Henderson, Aneeka A.",20220127,20220127,1,23.87     ,20220127,Small acts : thoughts on the politics of black cultures / Paul Gilroy.,"Gilroy, Paul, 1956-",185242298X,M ,order group: GROUP5 library note: Rush fund name: F-GEN-2022
AC,4426494X,ACH,O,SV ,true,AC,19990703,20991231,0,C ,P,,M ,"Brandes, Ute",19990703,19940418,1,97.23     ,20051111,Gesamtausgabe / Martin Heidegger.,"Heidegger, Martin, 1889-1976.",,M ,library note: index vol. to susan/no checkin 2/2019; contents and close subs&order;set done fund name: F-SO-2022
